image_path,crop_type,N,P,K,temperature,humidity,ph,rainfall,before_temp,after_temp,thermal_delta,health_status,green_ratio,efficiency_score,deficiency
../datasets/selected_plant_images\apple\apple_healthy_c07b5a20-2ebb-44b8-8a17-f8ce3890de91___RS_HL 7638.JPG,apple,17,136,196,23.87192332,90.49939035,5.882155987999999,103.0548094,24.29,22.46,-1.82,healthy,0.15642936862244897,48.0,N_deficient
../datasets/selected_plant_images\apple\apple_healthy_c07b5a20-2ebb-44b8-8a17-f8ce3890de91___RS_HL 7638.JPG,apple,40,120,197,23.80593812,92.48879468,5.889480679,119.6335548,23.45,22.15,-1.3,healthy,0.15642936862244897,48.0,Balanced
../datasets/selected_plant_images\apple\apple_healthy_c07b5a20-2ebb-44b8-8a17-f8ce3890de91___RS_HL 7638.JPG,apple,29,121,196,22.84852833,94.32130209,6.079497202000001,123.5977843,22.91,20.89,-2.02,healthy,0.15642936862244897,60.0,N_deficient
../datasets/selected_plant_images\apple\apple_healthy_ca4458ac-56ef-41f3-b7a9-6084846069fd___RS_HL 6072.JPG,apple,29,139,205,23.64142354,93.74461474,6.155939452999999,116.6912176,24.48,22.17,-2.32,healthy,0.455257493622449,60.0,N_deficient
../datasets/selected_plant_images\apple\apple_healthy_ca4458ac-56ef-41f3-b7a9-6084846069fd___RS_HL 6072.JPG,apple,2,123,205,22.36629253,90.78572467,5.739652177000001,124.9831618,21.85,19.48,-2.37,healthy,0.455257493622449,60.0,N_deficient
../datasets/selected_plant_images\apple\apple_healthy_ca4458ac-56ef-41f3-b7a9-6084846069fd___RS_HL 6072.JPG,apple,27,139,205,22.48403042,93.40819246,5.7721799460000005,105.5473627,21.81,20.01,-1.8,healthy,0.455257493622449,48.0,N_deficient
../datasets/selected_plant_images\apple\apple_healthy_ca4458ac-56ef-41f3-b7a9-6084846069fd___RS_HL 6072.JPG,apple,28,130,196,22.13450646,94.67695747,6.062356467000001,112.9203223,22.05,20.24,-1.81,healthy,0.455257493622449,48.0,N_deficient
../datasets/selected_plant_images\apple\apple_healthy_ca4458ac-56ef-41f3-b7a9-6084846069fd___RS_HL 6072.JPG,apple,31,130,198,21.80129837,92.73446667,5.554823557000001,120.05866709999998,22.59,20.23,-2.36,healthy,0.455257493622449,60.0,N_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_3bc17d8a-7efc-469a-a0af-aa8a68e62e89___RS_GLSp 9323.JPG,maize,83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,19.35,20.9,1.54,stressed,0.5213647959183674,53.86,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_3bc17d8a-7efc-469a-a0af-aa8a68e62e89___RS_GLSp 9323.JPG,maize,63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,18.93,20.48,1.56,stressed,0.5213647959183674,51.26,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_3bc17d8a-7efc-469a-a0af-aa8a68e62e89___RS_GLSp 9323.JPG,maize,87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,18.11,19.2,1.1,stressed,0.5213647959183674,51.5,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_3bc17d8a-7efc-469a-a0af-aa8a68e62e89___RS_GLSp 9323.JPG,maize,87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,21.0,22.53,1.53,stressed,0.5213647959183674,48.61,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_3bc17d8a-7efc-469a-a0af-aa8a68e62e89___RS_GLSp 9323.JPG,maize,96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,25.85,27.4,1.55,stressed,0.5213647959183674,50.53,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_648f5a4f-9fb5-486f-97ac-918c5804ab53___RS_GLSp 4370.JPG,maize,96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,21.12,21.74,0.62,stressed,0.7049386160714286,56.76,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_648f5a4f-9fb5-486f-97ac-918c5804ab53___RS_GLSp 4370.JPG,maize,86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,25.87,27.26,1.39,stressed,0.7049386160714286,48.73,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_648f5a4f-9fb5-486f-97ac-918c5804ab53___RS_GLSp 4370.JPG,maize,61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,24.11,25.39,1.29,stressed,0.7049386160714286,49.81,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_648f5a4f-9fb5-486f-97ac-918c5804ab53___RS_GLSp 4370.JPG,maize,70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,24.37,25.7,1.34,stressed,0.7049386160714286,48.64,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_648f5a4f-9fb5-486f-97ac-918c5804ab53___RS_GLSp 4370.JPG,maize,67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,25.01,26.36,1.34,stressed,0.7049386160714286,53.17,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_671065f1-731f-45fa-9c11-3e0080f79ff3___RS_GLSp 4344.JPG,maize,83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,19.03,19.93,0.9,stressed,0.709343112244898,61.86,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_671065f1-731f-45fa-9c11-3e0080f79ff3___RS_GLSp 4344.JPG,maize,87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,17.85,19.18,1.33,stressed,0.709343112244898,51.5,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_671065f1-731f-45fa-9c11-3e0080f79ff3___RS_GLSp 4344.JPG,maize,96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,19.83,21.04,1.21,stressed,0.709343112244898,48.76,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_671065f1-731f-45fa-9c11-3e0080f79ff3___RS_GLSp 4344.JPG,maize,87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,26.36,27.56,1.2,stressed,0.709343112244898,51.5,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_671065f1-731f-45fa-9c11-3e0080f79ff3___RS_GLSp 4344.JPG,maize,74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,23.16,24.25,1.1,stressed,0.709343112244898,49.13,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_9043a294-8d22-405f-add1-7e5bf1606e7a___RS_GLSp 4431 copy 2.jpg,maize,79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,21.11,22.72,1.6,stressed,0.48499282525510207,52.81,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_9043a294-8d22-405f-add1-7e5bf1606e7a___RS_GLSp 4431 copy 2.jpg,maize,61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,25.21,26.64,1.43,stressed,0.48499282525510207,45.81,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_9043a294-8d22-405f-add1-7e5bf1606e7a___RS_GLSp 4431 copy 2.jpg,maize,63,43,19,18.51816776,55.53128131,6.641906353,90.988051,17.79,19.67,1.88,stressed,0.48499282525510207,47.12,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_9043a294-8d22-405f-add1-7e5bf1606e7a___RS_GLSp 4431 copy 2.jpg,maize,68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,21.24,23.08,1.84,stressed,0.48499282525510207,46.71,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_9043a294-8d22-405f-add1-7e5bf1606e7a___RS_GLSp 4431 copy 2.jpg,maize,73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,20.39,21.9,1.51,stressed,0.48499282525510207,52.66,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_a0061e48-b26c-4610-933a-b4f4ce341707___RS_GLSp 7333.JPG,maize,94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,22.34,23.42,1.08,stressed,0.48654735331632654,49.18,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_a0061e48-b26c-4610-933a-b4f4ce341707___RS_GLSp 7333.JPG,maize,99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,24.27,26.13,1.86,stressed,0.48654735331632654,49.14,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_a0061e48-b26c-4610-933a-b4f4ce341707___RS_GLSp 7333.JPG,maize,81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,18.93,20.12,1.19,stressed,0.48654735331632654,51.39,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_a0061e48-b26c-4610-933a-b4f4ce341707___RS_GLSp 7333.JPG,maize,60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,24.65,26.13,1.48,stressed,0.48654735331632654,48.09,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_a0061e48-b26c-4610-933a-b4f4ce341707___RS_GLSp 7333.JPG,maize,66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,19.07,20.84,1.77,stressed,0.48654735331632654,48.11,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_ade34619-beab-41f6-8cb4-60b336be1cb6___RS_GLSp 7294.JPG,maize,77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,23.73,25.49,1.77,stressed,0.5025111607142857,48.97,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_ade34619-beab-41f6-8cb4-60b336be1cb6___RS_GLSp 7294.JPG,maize,79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,25.74,26.92,1.18,stressed,0.5025111607142857,50.77,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_ade34619-beab-41f6-8cb4-60b336be1cb6___RS_GLSp 7294.JPG,maize,61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,19.23,20.71,1.48,stressed,0.5025111607142857,45.94,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_ade34619-beab-41f6-8cb4-60b336be1cb6___RS_GLSp 7294.JPG,maize,60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,17.86,19.46,1.59,stressed,0.5025111607142857,49.07,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_ade34619-beab-41f6-8cb4-60b336be1cb6___RS_GLSp 7294.JPG,maize,79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,20.62,22.13,1.51,stressed,0.5025111607142857,52.81,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_be702c5c-99be-4d1e-a16d-89995cb141dc___RS_GLSp 9293.JPG,maize,92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,18.76,21.2,2.44,stressed,0.1634845344387755,47.38,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_be702c5c-99be-4d1e-a16d-89995cb141dc___RS_GLSp 9293.JPG,maize,60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,25.29,27.17,1.87,stressed,0.1634845344387755,48.09,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_be702c5c-99be-4d1e-a16d-89995cb141dc___RS_GLSp 9293.JPG,maize,60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,24.19,26.65,2.46,stressed,0.1634845344387755,48.09,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_be702c5c-99be-4d1e-a16d-89995cb141dc___RS_GLSp 9293.JPG,maize,91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,18.39,20.96,2.57,stressed,0.1634845344387755,49.72,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_be702c5c-99be-4d1e-a16d-89995cb141dc___RS_GLSp 9293.JPG,maize,90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,18.51,21.11,2.6,stressed,0.1634845344387755,52.73,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_d07122b2-20b4-4f1b-9071-bd90d77cc478___RS_GLSp 9310.JPG,maize,81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,19.24,21.21,1.97,stressed,0.4696468431122449,51.3,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_d07122b2-20b4-4f1b-9071-bd90d77cc478___RS_GLSp 9310.JPG,maize,83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,18.53,19.63,1.1,stressed,0.4696468431122449,50.43,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_d07122b2-20b4-4f1b-9071-bd90d77cc478___RS_GLSp 9310.JPG,maize,60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,19.35,20.93,1.59,stressed,0.4696468431122449,44.98,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_d07122b2-20b4-4f1b-9071-bd90d77cc478___RS_GLSp 9310.JPG,maize,76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,20.08,21.57,1.49,stressed,0.4696468431122449,50.13,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_d07122b2-20b4-4f1b-9071-bd90d77cc478___RS_GLSp 9310.JPG,maize,62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,22.58,24.53,1.95,stressed,0.4696468431122449,48.16,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_eb963671-b486-4f91-9e7a-8315b81c13fc___RS_GLSp 4287 copy.jpg,maize,77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,22.07,23.37,1.3,stressed,0.5430285395408163,52.79,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_eb963671-b486-4f91-9e7a-8315b81c13fc___RS_GLSp 4287 copy.jpg,maize,63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,21.14,23.03,1.89,stressed,0.5430285395408163,44.54,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_eb963671-b486-4f91-9e7a-8315b81c13fc___RS_GLSp 4287 copy.jpg,maize,87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,21.41,22.79,1.38,stressed,0.5430285395408163,48.61,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_eb963671-b486-4f91-9e7a-8315b81c13fc___RS_GLSp 4287 copy.jpg,maize,76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,19.61,20.73,1.12,stressed,0.5430285395408163,50.13,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_eb963671-b486-4f91-9e7a-8315b81c13fc___RS_GLSp 4287 copy.jpg,maize,71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,23.17,24.34,1.17,stressed,0.5430285395408163,50.1,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_fcf73483-d84f-4278-9ef7-5a715c73c8e1___RS_GLSp 4408 copy.jpg,maize,90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,26.13,27.19,1.06,stressed,0.6296835140306123,51.89,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_fcf73483-d84f-4278-9ef7-5a715c73c8e1___RS_GLSp 4408 copy.jpg,maize,90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,19.27,20.71,1.44,stressed,0.6296835140306123,52.73,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_fcf73483-d84f-4278-9ef7-5a715c73c8e1___RS_GLSp 4408 copy.jpg,maize,74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,24.99,25.83,0.83,stressed,0.6296835140306123,58.02,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_fcf73483-d84f-4278-9ef7-5a715c73c8e1___RS_GLSp 4408 copy.jpg,maize,79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,25.02,25.9,0.89,stressed,0.6296835140306123,58.77,K_deficient
../datasets/selected_plant_images\corn\corn_Cercospora_leaf_spot_Gray_leaf_spot_fcf73483-d84f-4278-9ef7-5a715c73c8e1___RS_GLSp 4408 copy.jpg,maize,68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,22.17,23.61,1.44,stressed,0.6296835140306123,46.71,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1567.JPG,maize,63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,22.81,23.95,1.14,stressed,0.5204679528061225,47.43,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1567.JPG,maize,87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,20.95,22.02,1.07,stressed,0.5204679528061225,48.61,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1567.JPG,maize,65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,24.45,26.24,1.8,stressed,0.5204679528061225,52.03,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1567.JPG,maize,89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,25.97,27.49,1.53,stressed,0.5204679528061225,52.23,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1567.JPG,maize,69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,23.1,24.96,1.86,stressed,0.5204679528061225,50.97,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1623.JPG,maize,66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,18.81,20.25,1.44,stressed,0.5742785395408163,48.11,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1623.JPG,maize,68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,26.65,28.38,1.73,stressed,0.5742785395408163,47.29,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1623.JPG,maize,74,58,18,20.03728219,56.35606753,6.727303282,109.024141,19.8,21.29,1.49,stressed,0.5742785395408163,52.02,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1623.JPG,maize,92,60,23,18.66746724,71.516474,5.721667141,69.93293255,19.56,21.17,1.61,stressed,0.5742785395408163,52.8,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1623.JPG,maize,99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,23.9,24.94,1.04,stressed,0.5742785395408163,49.14,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1684.JPG,maize,79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,24.6,26.32,1.72,stressed,0.38570232780612246,50.5,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1684.JPG,maize,73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,24.24,26.08,1.84,stressed,0.38570232780612246,49.77,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1684.JPG,maize,84,44,21,21.869274,61.91044947,5.850439831,107.2681929,22.47,24.06,1.59,stressed,0.38570232780612246,50.04,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1684.JPG,maize,79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,24.46,26.24,1.78,stressed,0.38570232780612246,50.77,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 1684.JPG,maize,73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,25.35,27.05,1.69,stressed,0.38570232780612246,49.77,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2078.JPG,maize,99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,22.65,24.16,1.5,stressed,0.5027503188775511,46.21,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2078.JPG,maize,60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,25.82,27.25,1.42,stressed,0.5027503188775511,48.09,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2078.JPG,maize,68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,25.22,26.35,1.13,stressed,0.5027503188775511,47.29,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2078.JPG,maize,67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,23.03,24.35,1.32,stressed,0.5027503188775511,50.9,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2078.JPG,maize,75,53,18,20.68899915,59.4375337,6.864793607,103.651438,21.22,22.7,1.49,stressed,0.5027503188775511,51.08,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2101.JPG,maize,78,58,15,25.00933355,67.816568,6.5286312660000005,62.91359494,24.1,25.26,1.16,stressed,0.49563536352040816,51.89,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2101.JPG,maize,93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,25.18,26.58,1.4,stressed,0.49563536352040816,46.81,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2101.JPG,maize,63,43,19,18.51816776,55.53128131,6.641906353,90.988051,17.72,19.39,1.68,stressed,0.49563536352040816,47.12,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2101.JPG,maize,87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,18.43,20.17,1.73,stressed,0.49563536352040816,51.5,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2101.JPG,maize,93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,25.75,26.83,1.08,stressed,0.49563536352040816,46.81,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2244.JPG,maize,90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,26.64,28.47,1.83,stressed,0.2879264987244898,51.89,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2244.JPG,maize,70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,23.12,25.2,2.08,stressed,0.2879264987244898,48.51,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2244.JPG,maize,96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,25.93,27.66,1.73,stressed,0.2879264987244898,50.53,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2244.JPG,maize,70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,25.17,27.24,2.07,stressed,0.2879264987244898,48.64,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2244.JPG,maize,99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,22.31,24.42,2.1,stressed,0.2879264987244898,46.21,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2317.JPG,maize,81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,20.05,22.04,1.99,stressed,0.33840880102040816,51.3,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2317.JPG,maize,81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,19.84,21.36,1.52,stressed,0.33840880102040816,51.3,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2317.JPG,maize,86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,21.67,23.32,1.65,stressed,0.33840880102040816,52.16,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2317.JPG,maize,74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,25.81,27.21,1.4,stressed,0.33840880102040816,50.02,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2317.JPG,maize,98,44,21,25.77175115,74.089114,6.524478032,107.4931917,25.68,27.63,1.95,stressed,0.33840880102040816,47.71,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2488.JPG,maize,60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,25.67,27.12,1.46,stressed,0.3269889987244898,48.09,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2488.JPG,maize,76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,20.39,21.81,1.42,stressed,0.3269889987244898,48.98,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2488.JPG,maize,71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,24.45,26.58,2.13,stressed,0.3269889987244898,50.19,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2488.JPG,maize,60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,19.5,21.02,1.52,stressed,0.3269889987244898,49.07,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2488.JPG,maize,63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,19.23,21.09,1.86,stressed,0.3269889987244898,51.26,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2531.JPG,maize,89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,25.19,27.44,2.25,stressed,0.26114078443877553,51.7,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2531.JPG,maize,72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,18.32,20.21,1.89,stressed,0.26114078443877553,54.0,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2531.JPG,maize,78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,22.5,24.15,1.65,stressed,0.26114078443877553,51.53,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2531.JPG,maize,73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,19.06,20.7,1.64,stressed,0.26114078443877553,52.66,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2531.JPG,maize,86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,27.44,29.39,1.95,stressed,0.26114078443877553,48.73,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2607.JPG,maize,63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,21.19,22.58,1.39,stressed,0.48074776785714285,44.54,K_deficient
../datasets/selected_plant_images\corn\corn_Common_rust_RS_Rust 2607.JPG,maize,61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,25.17,26.38,1.21,stressed,0.48074776785714285,45.81,K_deficient
